"udid","time","count","avg_duration"
"104024649","1476487800","1","68"
"104021384","1476488400","1","132"
"104024642","1476488400","1","2959"
"104024656","1476489000","2","3188"
"104016024","1476489600","1","71"
"104024656","1476489600","3","410"
"104024642","1476489600","1","525"
"104024622","1476489600","1","255"
"104024544","1476489600","1","16"
"104023579","1476489600","1","1379"
"104023319","1476489600","1","1307"
"104021384","1476489600","1","925"
"104024656","1476490200","2","398"
"104021384","1476490200","1","62"
"104023111","1476491400","1","29"
"104024656","1476492000","1","1334"
"104018201","1476492000","1","3"
"104023111","1476492000","1","14"
"104024656","1476492600","2","272"
"104024667","1476492600","1","6275"
"104024656","1476493200","1","428"
"104003317","1476493200","1","77"
"104024656","1476493800","1","687"
"104024656","1476494400","1","490"
"103975536","1476494400","1","615"
"103975536","1476494400","1","3"
"104024429","1476495000","1","77"
"104024656","1476495000","2","610"
"104024675","1476495000","2","7123"
"104024642","1476496800","1","141"
"104020195","1476497400","1","791"
"104010549","1476498000","1","488"
"104007107","1476498000","2","75"
"103984027","1476498000","1","3515"
"103974202","1476498600","2","73"
"104005985","1476498600","1","17"
"103974202","1476498600","1","5"
"104024269","1476499200","1","7"
"104024562","1476501000","1","252"
"104011121","1476502200","1","95"
"104022983","1476503400","1","417"
"104022983","1476504000","1","545"
"104024637","1476504000","1","18"
"104007900","1476504600","1","37"
"104024687","1476505200","4","14"
"104024342","1476506400","3","2611"
"104018721","1476506400","1","9"
"104024688","1476507600","1","25833"
"104022983","1476507600","1","2075"
"104022983","1476508800","1","312"
"104018721","1476508800","1","2481"
"104018721","1476509400","2","760"
"104021079","1476510000","1","150"
"104024523","1476510600","1","139"
"104021079","1476510600","1","142"
"104021079","1476511200","1","597"
"104022664","1476513000","1","2232"
"104024675","1476516600","1","3534"
"104015862","1476517200","1","3019"
"104009277","1476517800","4","253"
"104024661","1476520800","1","29528"
"104024226","1476520800","1","14"
"104005936","1476520800","1","2"
"103984027","1476522000","1","293"
"104022983","1476523800","1","860"
"104024698","1476524400","2","73"
"104024699","1476524400","5","9102"
"104019783","1476525000","11","1491"
"104024643","1476526800","1","8"
"104024111","1476526800","4","18"
"104012620","1476527400","1","8"
"104024686","1476527400","1","4127"
"104024476","1476528000","1","581"
"104024704","1476528000","2","121"
"104024704","1476528600","2","182"
"104024194","1476529200","2","2101"
"104023769","1476529200","1","18"
"104024662","1476529800","1","10590"
"104024111","1476530400","1","66"
"103999221","1476530400","1","180"
"104024704","1476530400","1","1726"
"104017080","1476531600","1","152"
"104020357","1476531600","1","20"
"104003742","1476532200","2","54"
"104024686","1476533400","1","741"
"104024325","1476533400","1","2"
"103984027","1476534000","1","757"
"104024111","1476534600","1","242"
"103987271","1476535200","2","81"
"104022943","1476535200","1","4"
"103987271","1476535800","1","125"
"104024717","1476537000","1","1"
"103987271","1476537000","1","1322"
"103987271","1476537600","1","123"
"104022094","1476537600","1","46"
"104022468","1476537600","1","76"
"104024325","1476537600","1","698"
"104022201","1476538200","1","76"
"104022468","1476538200","1","813"
"104022468","1476538800","1","568"
"104023319","1476538800","1","937"
"104022468","1476539400","2","206"
"104023619","1476539400","1","38"
"104022468","1476540000","1","95"
"104022201","1476540000","1","1564"
"104021700","1476540600","1","16"
"103984027","1476540600","1","156"
"104022201","1476540600","1","84"
"103984027","1476541200","1","258"
"104014090","1476541200","2","164"
"104022201","1476541800","2","569"
"103984027","1476541800","1","608"
"104021050","1476541800","1","21"
"104024727","1476541800","2","22532"
"104008464","1476542400","1","94"
"104006219","1476542400","1","2"
"104014090","1476542400","1","12"
"104016065","1476544200","1","87"
"103982330","1476544200","1","645"
"104020109","1476544800","1","2"
"104020109","1476545400","1","16"
"104006219","1476545400","1","1315"
"104024642","1476545400","1","1434"
"104020109","1476546000","2","249"
"104015862","1476546000","1","4"
"104023727","1476546000","1","66"
"104001931","1476546600","1","48"
"104015862","1476546600","1","429"
"104021056","1476546600","1","1"
"104020109","1476547200","1","2"
"104020109","1476547800","3","957"
"104023319","1476548400","1","1367"
"104003901","1476548400","1","1095"
"104020109","1476548400","4","304"
"104020109","1476549000","6","265"
"104013324","1476549000","1","3783"
"104017224","1476549000","1","1900"
"103973422","1476549600","1","6"
"104006219","1476549600","2","1990"
"104024323","1476550200","1","357"
"103973570","1476550800","2","456"
"103973570","1476550800","2","943"
"104023348","1476550800","1","60"
"103972991","1476551400","13","2149"
"103972991","1476551400","3","1157"
"104017224","1476552000","1","666"
"104016138","1476552000","2","1771"
"104024741","1476552000","1","396"
"104024741","1476552000","1","19"
"103988631","1476552600","2","1361"
"104020784","1476552600","1","224"
"104024323","1476552600","1","617"
"104024562","1476552600","1","183"
"104024478","1476553200","1","62"
"104024562","1476553200","1","125"
"104024478","1476553800","1","680"
"104021384","1476554400","4","699"
"104023320","1476554400","1","2099"
"104017224","1476555000","2","672"
"104021384","1476555000","1","530"
"104022396","1476555000","1","540"
"104023363","1476555000","1","26"
"104004965","1476556200","1","43"
"104017224","1476556200","1","582"
"104023348","1476556200","1","102"
"104024654","1476556200","1","9683"
"104024748","1476556200","1","2776"
"103975786","1476556800","4","138"
"104004965","1476556800","1","20"
"104020784","1476557400","1","224"
"104023319","1476557400","1","14"
"104014624","1476558000","1","305"
"104015862","1476558000","2","1497"
"104024754","1476558000","2","39968"
"103972991","1476558600","2","3090"
"103972991","1476558600","1","569"
"104020131","1476558600","1","4"
"104023464","1476558600","1","1277"
"103997689","1476559200","2","203"
"104003901","1476559200","4","2851"
"104021384","1476559200","1","3358"
"104022867","1476559200","1","1032"
"103966414","1476559800","1","31"
"104023348","1476559800","1","9"
"103966414","1476559800","2","70"
"104023348","1476560400","1","7"
"104024749","1476560400","1","152"
"104024754","1476560400","1","1438"
"104016138","1476561000","1","967"
"104024750","1476561000","1","6921"
"103995198","1476561000","1","120"
"104014624","1476561000","1","78"
"104003901","1476561600","1","1602"
"104024321","1476562200","1","179"
"103990129","1476562200","1","47"
"104016138","1476562200","1","39"
"104022664","1476562200","1","353"
"104024750","1476562200","1","113"
"103996080","1476562800","2","183"
"104003901","1476562800","2","473"
"104019783","1476563400","1","47"
"104024750","1476563400","1","653"
"104024701","1476564600","1","209"
"104024749","1476565200","1","7"
"104018376","1476565800","1","12"
"104015186","1476565800","1","328"
"104024749","1476565800","3","332"
"103973583","1476566400","3","303"
"104024686","1476566400","1","1400"
"103990412","1476567000","1","3"
"104024749","1476567000","2","129"
"104003901","1476567600","3","269"
"104020786","1476567600","1","1"
"104024749","1476568200","1","63"
"103990412","1476568200","1","660"
"103999221","1476568200","1","3"
"104024766","1476568200","1","1970"
"103990412","1476568800","1","348"
"104024775","1476568800","1","10384"
"104024775","1476569400","4","300"
"104023213","1476569400","1","83"
"104024749","1476569400","1","63"
"104024777","1476569400","1","7"
"104024775","1476570000","3","291"
"104006219","1476570000","1","685"
"104015079","1476570000","2","1231"
"104015862","1476570000","2","42"
"104024265","1476570000","1","42"
"104024508","1476570600","1","72"
"103999221","1476570600","1","386"
"104024775","1476570600","2","534"
"104024750","1476571200","1","58"
"104015862","1476571200","1","992"
"104023348","1476571200","1","15"
"104024775","1476571200","1","424"
"104024766","1476571800","1","74"
"103977768","1476571800","1","20"
"104024775","1476571800","4","296"
"104024775","1476572400","1","4"
"104019311","1476572400","1","5"
"104024484","1476572400","1","535"
"104024766","1476572400","1","421"
"104024783","1476572400","1","14"
"104024766","1476573000","1","512"
"104013542","1476573000","1","12"
"104022867","1476573000","2","348"
"104024749","1476573000","2","43"
"104024783","1476573000","1","476"
"104024749","1476573600","4","400"
"103984027","1476573600","1","22"
"104012689","1476573600","2","1212"
"104022069","1476573600","1","157"
"104022867","1476573600","1","158"
"104024750","1476573600","1","2337"
"104022015","1476574200","1","59"
"104012689","1476574200","1","231"
"104021807","1476574200","1","1294"
"104024749","1476574200","1","88"
"104024749","1476574800","1","231"
"103985693","1476574800","1","82"
"104011897","1476575400","1","172"
"104024750","1476575400","1","955"
"104022867","1476575400","1","1016"
"104023373","1476575400","1","181"
"104024749","1476575400","2","645"
"104024766","1476575400","1","2267"
"104024749","1476576000","1","27"
"103974642","1476576600","1","1"
"103981371","1476576600","1","742"
"104024749","1476576600","1","737"
"103966414","1476577200","2","70"
"103966414","1476577200","1","31"
"104022764","1476577200","1","118"
"104024750","1476577200","1","1793"
"95337396","1476578400","1","3"
"104024111","1476578400","1","20"
"104023064","1476579000","1","92"
"104024795","1476579600","5","5617"
"104019345","1476580200","1","2971"
"103982494","1476580800","1","2"
"104023064","1476580800","1","47"
"104003901","1476581400","1","2220"
"104006219","1476581400","1","3027"
"104006219","1476582000","1","406"
"104023213","1476582000","1","100"
"104019497","1476582600","1","6"
"104006219","1476583200","1","118"
"104019497","1476583200","1","124"
"104022755","1476583200","1","5"
"104024797","1476583200","1","26409"
"104003901","1476583800","1","1560"
"104004143","1476585000","1","5"
"104024803","1476585600","2","16398"
"104003901","1476587400","1","2250"
"104011913","1476587400","1","456"
"104018721","1476587400","1","2"
"104018721","1476588000","1","38"
"104018721","1476588600","1","887"
"104024772","1476588600","1","1016"
"104018721","1476589200","2","154"
"104024806","1476589800","2","12"
"104024772","1476590400","1","163"
"104024772","1476591000","1","760"
"104024807","1476591000","1","74"
"104024772","1476591600","7","299"
"104024772","1476592200","6","494"
"104024772","1476592800","4","478"
"103991560","1476593400","1","3"
"104024810","1476593400","1","555"
"103994586","1476594000","1","3"
"104015862","1476594000","1","357"
"104015862","1476595200","1","1263"
"104024772","1476596400","1","3029"
"104023328","1476597000","1","175"
"104020866","1476597600","1","4"
"104024772","1476598200","1","284"
"103998505","1476598800","1","12"
"104022979","1476601200","1","8"
"104024817","1476601200","2","448"
"104022069","1476604200","1","1138"
"104023727","1476604800","1","50"
"104023401","1476607200","18","7046"
"104024111","1476607200","1","108"
"104024306","1476609000","8","16644"
"104020784","1476610200","10","5228"
"104021494","1476610800","8","77332"
"104024819","1476611400","1","34105"
"104004112","1476612000","2","11"
"104022540","1476612600","5","3043"
"104021638","1476613200","1","81"
"103999717","1476614400","1","70"
"104019672","1476615000","1","84563"
"104022572","1476615000","1","105"
"104022908","1476615600","2","19"
"104006219","1476616200","2","281"
"104018917","1476616800","1","109"
"104023213","1476616800","1","2356"
"103995568","1476617400","1","4"
"104016138","1476618000","1","1235"
"104020784","1476618000","1","7553"
"104022867","1476618000","1","183"
"104023213","1476618000","1","173"
"104024628","1476618600","1","8277"
"104022867","1476619200","1","11"
"104024829","1476620400","1","8"
"104021680","1476621600","1","42"
"104024419","1476621600","1","34"
"103962755","1476622200","6","1556"
"103962755","1476622200","2","2607"
"104024750","1476622200","2","448"
"104019783","1476622800","1","63"
"104022979","1476623400","1","84"
"104006718","1476624000","1","74167"
"104019783","1476624000","1","27"
"104024841","1476624000","1","1012"
"104024573","1476624600","1","176"
"104024599","1476624600","1","92"
"104024750","1476624600","1","51"
"103982714","1476625200","1","2"
"104006219","1476625200","1","112"
"104006718","1476625200","1","751"
"104023977","1476625200","1","12"
"104024843","1476625200","1","1170"
"103982714","1476625800","1","389"
"104020784","1476625800","2","1541"
"104024837","1476625800","1","2970"
"104021474","1476626400","1","7"
"104023449","1476626400","1","53"
"104023977","1476626400","1","944"
"104024841","1476626400","1","48"
"103982714","1476627000","2","890"
"104022164","1476627600","1","70"
"104024841","1476627600","1","373"
"103970477","1476628200","1","846"
"104022759","1476628200","1","2"
"103967233","1476628800","3","47"
"103982240","1476628800","2","2982"
"104023769","1476628800","2","202"
"103987345","1476629400","1","108"
"104009884","1476630000","1","125"
"104017224","1476630000","1","410"
"104015469","1476630600","2","17"
"104015469","1476630600","1","2"
"104022386","1476630600","1","186"
"104024783","1476630600","1","214"
"104009608","1476631200","1","98"
"104019685","1476632400","1","44"
"104021494","1476633000","1","17"
"104023837","1476633000","1","164"
"104023837","1476633600","1","147"
"104024852","1476633600","1","4865"
"103990412","1476634200","2","1211"
"104018645","1476634200","1","2665"
"104024803","1476634200","1","98"
"104018358","1476634800","1","318"
"104023724","1476634800","1","695"
"104024803","1476634800","1","96"
"104019685","1476635400","1","265"
"104011775","1476636000","1","294"
"104017104","1476636000","1","341"
"104024847","1476636600","2","63733"
"103990412","1476637200","1","2856"
"104019685","1476637200","1","811"
"104024622","1476637200","1","20"
"104019539","1476637800","1","142"
"104024858","1476637800","1","18094"
"104020313","1476639000","1","23"
"104022415","1476639000","1","246"
"104019311","1476640200","2","352"
"104023187","1476640200","1","4"
"104024865","1476640200","1","4032"
"103987345","1476640800","1","106"
"104024873","1476640800","2","41958"
"104022634","1476641400","1","277"
"104024873","1476641400","1","23"
"104024497","1476642000","1","2"
"104024837","1476642600","1","11978"
"104024873","1476642600","1","247"
"104018639","1476643800","1","14"
"104021239","1476643800","1","90"
"104024622","1476643800","1","2322"
"104024772","1476643800","1","436"
"104023579","1476644400","3","581"
"104024562","1476644400","1","4"
"103981840","1476645000","1","62"
"103990412","1476645000","1","7535"
"104024562","1476645000","1","322"
"104024772","1476645000","1","912"
"104024873","1476645000","1","143"
"103972991","1476645600","1","261"
"104018721","1476645600","1","485"
"103981840","1476646200","1","650"
"104024772","1476646200","1","191"
"104024837","1476646200","1","2037"
"104018721","1476646800","1","472"
"104019685","1476647400","1","5"
"104017104","1476648600","1","377"
"104020866","1476649200","1","50"
"104024357","1476649200","1","174"
"104024508","1476649200","1","24"
"104004143","1476649800","1","283"
"104024772","1476650400","1","500"
"104023230","1476651000","2","79"
"104024900","1476651600","1","2658"
"104024901","1476651600","1","13"
"104022344","1476652800","1","981"
"104024202","1476652800","1","250"
"104024772","1476652800","1","967"
"103990412","1476653400","1","691"
"104012689","1476653400","1","353"
"104024909","1476653400","1","6242"
"104012689","1476654000","1","595"
"104023047","1476654000","1","1657"
"104024772","1476654000","1","373"
"104004965","1476654600","6","769"
"104024772","1476654600","1","3"
"104024508","1476655200","1","91"
"104018721","1476655800","1","2"
"104024508","1476655800","1","563"
"103999830","1476656400","1","978"
"104023194","1476656400","1","556"
"104024918","1476656400","1","36"
"104024918","1476656400","2","12"
"104022699","1476657000","1","83"
"103988402","1476657600","4","433"
"103999830","1476657600","1","1315"
"104021079","1476657600","2","299"
"104024508","1476657600","2","1841"
"104024772","1476657600","1","1386"
"104002598","1476658200","1","4"
"104024508","1476658200","1","2"
"104024772","1476658200","1","6"
"104024919","1476658200","1","20560"
"103984229","1476658800","1","237"
"104024672","1476658800","1","9"
"104012689","1476659400","1","1980"
"104024917","1476659400","1","8175"
"104024917","1476660000","1","2"
"103988561","1476660600","1","84"
"104023002","1476660600","1","37"
"103988561","1476661200","1","44"
"104003901","1476661200","1","4"
"104023496","1476661200","1","5"
"103984229","1476661800","2","741"
"103989514","1476661800","1","1"
"104011491","1476661800","1","27"
"104023419","1476661800","1","252"
"104024772","1476661800","3","434"
"104024917","1476661800","2","360"
"104024775","1476662400","1","32"
"104024772","1476662400","2","436"
"104023213","1476663000","1","187"
"104024917","1476663600","1","187"
"103973296","1476664200","5","1489"
"103973296","1476664200","3","100"
"104024122","1476664200","1","158"
"103972232","1476665400","1","128"
"104015862","1476665400","1","1265"
"104024932","1476665400","1","2"
"103972232","1476666000","1","303"
"103990959","1476666000","1","1198"
"104024925","1476668400","1","83714"
"103972232","1476669000","1","4"
"104015100","1476670200","1","46"
"104017224","1476670200","1","1917"
"104023968","1476670800","1","11"
"104024917","1476670800","1","4"
"104024917","1476671400","1","171"
"103982533","1476672000","1","23"
"104024677","1476672000","1","4"
"103972232","1476672600","1","95"
"104015862","1476672600","2","169"
"104024944","1476672600","2","31002"
"104016138","1476673200","1","829"
"104024944","1476673200","2","231"
"104015862","1476673800","1","498"
"104024947","1476673800","1","12"
"104004965","1476674400","1","107"
"104022979","1476675000","1","373"
"104024948","1476675000","1","261"
"104004965","1476675600","1","1277"
"104024146","1476675600","1","3"
"104004965","1476676200","3","434"
"104023394","1476676200","1","50"
"103997258","1476676800","1","2"
"104019775","1476676800","3","254"
"104004965","1476677400","1","556"
"104021330","1476677400","1","37"
"104021330","1476678000","1","579"
"104022925","1476678000","2","735"
"104021330","1476678600","1","80"
"103997258","1476679200","1","379"
"104024955","1476679200","1","39994"
"104021330","1476679800","2","1549"
"104024708","1476679800","1","681"
"104021330","1476680400","1","108"
"104024708","1476680400","1","143"
"104024573","1476681600","1","338"
"104022375","1476682200","1","40"
"104024573","1476682200","1","139"
"104024573","1476682800","1","394"
"104024956","1476683400","1","52121"
"103973668","1476684000","1","51"
"104024573","1476684600","2","347"
"104022069","1476685200","1","2216"
"104023449","1476685200","1","177"
"104024573","1476685200","1","299"
"104023449","1476685800","2","77"
"104024201","1476686400","7","1215"
"104024573","1476686400","1","430"
"104024573","1476687600","1","338"
"104024201","1476688200","1","224"
"104024573","1476692400","1","144"
"104024967","1476693600","3","389"
"104024967","1476694200","2","640"
"104024573","1476694800","1","196"
"104019783","1476695400","2","38"
"104023150","1476696000","1","16"
"104024573","1476696000","1","924"
"104024238","1476696600","1","443"
"104020313","1476697800","1","194"
"104022875","1476699600","1","252"
"104024573","1476699600","1","618"
"104022875","1476700200","1","443"
"104024573","1476701400","1","970"
"104024967","1476701400","1","551"
"104023012","1476702000","1","2838"
"104024975","1476702600","1","1142"
"104023194","1476703200","2","80"
"104024967","1476703200","1","198"
"104024971","1476703200","1","54254"
"104023194","1476703800","2","53"
"104023194","1476705000","1","45"
"104024681","1476705000","1","146"
"104023194","1476706200","1","36"
"104024445","1476706200","1","53"
"104024445","1476706800","1","64"
"104024975","1476706800","1","2423"
"104022415","1476707400","1","6"
"104022415","1476708600","1","833"
"104024628","1476708600","1","4"
"104024049","1476709200","1","6"
"104024958","1476709200","1","123"
"104019546","1476709800","1","136"
"104022415","1476709800","1","34"
"103969082","1476710400","2","363"
"104021384","1476711600","1","5"
"104022415","1476711600","1","274"
"104024985","1476711600","1","58359"
"104021723","1476712200","1","1620"
"104024429","1476712200","1","77"
"104024429","1476712800","1","3"
"104024880","1476713400","1","198"
"104024969","1476713400","1","1456"
"104024988","1476714000","1","83"
"104020109","1476715200","1","1359"
"104024238","1476715200","1","35"
"104024445","1476715200","1","382"
"104020109","1476715800","3","166"
"104011491","1476716400","1","28"
"104020109","1476716400","1","299"
"103989514","1476717600","1","1"
"104020109","1476717600","2","1009"
"104024340","1476718200","1","80"
"104004965","1476718800","1","6"
"104024238","1476719400","1","511"
"104024238","1476720000","1","495"
"94719375","1476721200","3","82"
"94719375","1476721200","1","4"
"104001938","1476721800","2","235"
"104021239","1476721800","1","1613"
"104004965","1476722400","1","127"
"104024599","1476722400","1","48"
"104021239","1476723000","1","28"
"104024599","1476723000","1","30"
"104025004","1476724200","1","80223"
"104025004","1476724800","2","724"
"104025007","1476724800","1","549"
"104024772","1476725400","1","68"
"104023505","1476726600","13","5840"
"104025011","1476726600","1","9"
"104009277","1476727200","1","97"
"104025006","1476727200","1","543"
"103999221","1476728400","1","647"
"103986801","1476729000","1","4716"
"103999244","1476729000","1","46"
"104009277","1476729000","2","1798"
"104009277","1476729600","1","36"
"104018956","1476729600","1","23"
"103999221","1476730200","1","179"
"104009277","1476730200","1","127"
"104024975","1476730200","1","379"
"103986801","1476730800","1","665"
"104009277","1476730800","1","430"
"104016222","1476730800","1","3"
"104022106","1476731400","2","1346"
"104024621","1476731400","1","227"
"103987479","1476732600","2","4"
"104024465","1476732600","4","3567"
"104024837","1476732600","1","51"
"104024873","1476732600","1","269"
"104024975","1476732600","1","417"
"104019783","1476733200","1","83"
"104022238","1476733800","1","4"
"104022931","1476733800","1","2"
"103984735","1476734400","1","187"
"104024975","1476734400","2","120"
"103974064","1476735000","1","4"
"103996845","1476735000","4","101"
"103998571","1476735000","1","3"
"103962993","1476735600","5","119"
"104016222","1476736200","1","31"
"104021384","1476736200","1","594"
"104025027","1476736200","1","210"
"104022931","1476738600","1","127"
"104023319","1476739200","1","225"
"104024886","1476739200","1","583"
"103981868","1476739800","1","53"
"104020784","1476739800","5","6590"
"104023758","1476739800","2","294"
"104024111","1476739800","1","64253"
"104014062","1476740400","1","343"
"104023758","1476740400","2","556"
"104023758","1476741000","2","897"
"104023758","1476741600","1","107"
"104012689","1476742800","1","749"
"104024322","1476742800","1","246"
"104012689","1476743400","1","142"
"103975758","1476744000","1","691"
"104023963","1476747000","1","1395"
"104025044","1476747000","2","67"
"104018779","1476747600","2","87"
"104020099","1476748200","1","11"
"104024867","1476749400","1","1967"
"103990126","1476750000","1","361"
"104021783","1476750600","1","233"
"104024958","1476750600","1","2905"
"103980732","1476751200","1","562"
"104024873","1476751200","1","1"
"104024873","1476751800","2","32"
"104025052","1476752400","1","1869"
"104025052","1476753600","2","1184"
"104025053","1476753600","1","3"
"104013577","1476754200","1","100"
"104024424","1476754200","1","194"
"104025037","1476754200","2","11897"
"104025052","1476755400","1","464"
"104024424","1476756000","1","1315"
"104024056","1476756600","1","37"
"104025052","1476756600","2","988"
"104025052","1476757200","2","66"
"104025056","1476757200","1","10"
"103969216","1476757800","1","7"
"104025052","1476757800","1","113"
"104013319","1476759000","1","160"
"104020733","1476759000","1","8"
"104025052","1476759600","1","2022"
"104018779","1476761400","1","78"
"104020342","1476763200","1","31"
"104025052","1476763200","1","3206"
"104013319","1476764400","1","2407"
"104024121","1476764400","1","22"
"104005228","1476765600","1","16"
"103984763","1476766800","1","809"
"103986178","1476766800","1","23"
"104006892","1476766800","1","16"
"104000224","1476770400","1","611"
"104000224","1476771000","1","735"
"104015766","1476771600","3","344"
"104023507","1476772800","5","2834"
"104025075","1476774600","1","42542"
"104024772","1476775200","2","304"
"104024772","1476775800","2","192"
"104025076","1476775800","1","28256"
"104024772","1476776400","2","254"
"104018779","1476777000","1","78"
"104012838","1476777600","3","134"
"104025002","1476777600","1","2558"
"104012838","1476778200","1","5"
"104012838","1476778800","4","59"
"104023837","1476780000","2","6009"
"104012838","1476780600","1","14"
"104023837","1476780600","1","308"
"104023837","1476781200","1","188"
"104024852","1476781200","1","355"
"103982435","1476781800","1","124"
"104023792","1476781800","2","34"
"104024958","1476781800","1","1144"
"104021609","1476782400","1","582"
"104012838","1476783600","2","57"
"104012838","1476784200","1","39"
"104020784","1476784200","1","179"
"104024328","1476785400","1","37"
"104024573","1476785400","6","1066"
"104024328","1476786000","1","229"
"104024970","1476786600","1","150"
"104020784","1476789600","1","189"
"104024325","1476790800","2","217"
"104025084","1476792000","1","491"
"104020109","1476796800","1","42"
"104020784","1476796800","1","20"
"104025088","1476796800","1","50823"
"104025089","1476796800","1","229"
"104024424","1476798000","2","9"
"104015766","1476800400","1","18"
"103984229","1476801600","1","541"
"104018783","1476803400","2","869"
"104025098","1476803400","1","6811"
"104024975","1476805200","1","680"
"104023862","1476806400","1","26"
"104025104","1476807000","1","52011"
"104025107","1476807000","1","446"
"104025108","1476807600","1","1009"
"104023792","1476808800","1","4"
"104024975","1476809400","1","227"
"104024975","1476810000","1","303"
"104024342","1476810600","1","71"
"104024656","1476810600","1","27"
"104024967","1476810600","2","333"
"104024967","1476811200","1","508"
"104025114","1476811200","1","80474"
"104024975","1476811800","1","254"
"104025110","1476812400","1","2481"
"104025115","1476812400","1","159"
"104025116","1476812400","1","4002"
"103999539","1476813000","2","77"
"104025114","1476813000","1","388"
"104025109","1476813600","1","554"
"104024725","1476814800","1","1087"
"104022181","1476815400","1","7"
"104024440","1476815400","1","222"
"104025130","1476815400","1","38"
"104019783","1476816000","1","1289"
"104021384","1476816000","1","430"
"104024279","1476816000","1","114"
"104025131","1476817200","1","6582"
"104025132","1476817800","1","78617"
"104023377","1476818400","1","245"
"104023353","1476819000","1","58"
"104024975","1476819000","1","302"
"104013389","1476819600","1","2003"
"104023353","1476819600","1","121"
"104023377","1476819600","2","192"
"104024726","1476819600","5","277"
"104024837","1476819600","1","478"
"104015692","1476820200","1","274"
"104023377","1476820200","1","80"
"104023353","1476820800","1","161"
"104020784","1476821400","2","2377"
"104021384","1476822600","1","2"
"104024626","1476822600","1","102"
"103998085","1476823200","1","86"
"104023348","1476823200","1","3"
"104023712","1476823200","1","170"
"103981122","1476823800","6","506"
"103995294","1476824400","1","104"
"104023348","1476824400","1","208"
"104012689","1476825000","1","13"
"104021384","1476825000","1","2159"
"104023348","1476825000","1","6"
"97135620","1476825600","2","302"
"104004096","1476825600","1","20"
"104025142","1476825600","1","76450"
"104005737","1476826800","2","620"
"104021384","1476827400","1","3"
"104023764","1476828000","1","2"
"104023862","1476828000","1","48"
"104025101","1476828000","1","1031"
"104021287","1476828600","1","294"
"104023764","1476828600","1","63"
"104023837","1476828600","1","168"
"104021287","1476829200","2","914"
"104021287","1476829800","1","63"
"104021384","1476829800","1","181"
"104024508","1476830400","1","465"
"104024508","1476831000","1","8"
"104021384","1476831600","1","1129"
"103997607","1476832200","1","11"
"104025063","1476832200","1","4198"
"103985411","1476832800","5","606"
"104012689","1476832800","1","20"
"103974447","1476833400","1","376"
"103978045","1476833400","1","169"
"103993454","1476833400","3","414"
"104012689","1476833400","1","115"
"103993454","1476834000","2","997"
"103993454","1476834600","3","360"
"104020220","1476834600","1","35"
"104012689","1476835200","1","174"
"104023213","1476835200","1","100"
"104024672","1476835200","1","90"
"104025167","1476835800","2","19438"
"103968939","1476836400","1","174"
"103968939","1476837000","1","149"
"104025135","1476837000","1","59818"
"104025175","1476840000","1","563"
"104025176","1476840000","1","527"
"104025053","1476840600","1","2"
"104025180","1476841200","1","147"
"104008378","1476841800","1","5"
"104022069","1476843600","1","557"
"104025053","1476843600","2","167"
"104025155","1476843600","1","1800"
"104025184","1476844200","5","2823"
"104025189","1476846600","1","76578"
"104017224","1476847200","1","366"
"104018021","1476848400","3","21"
"104023449","1476849000","1","50"
"104024146","1476849600","1","429"
"104022069","1476850800","1","2379"
"104024146","1476855000","1","804"
"104024727","1476855000","3","397"
"104024146","1476855600","2","210"
"104006543","1476856200","1","10"
"104022069","1476857400","1","57"
"104024775","1476858600","1","72"
"104024453","1476864000","1","14"
"104024814","1476865800","2","581"
"104012689","1476869400","1","1257"
"104021079","1476869400","1","27"
"104012689","1476870600","1","994"
"104021079","1476870600","2","370"
"104001143","1476871200","1","742"
"104021079","1476871200","3","350"
"104021163","1476871200","1","16"
"104024970","1476871200","1","6766"
"104021609","1476871800","1","5"
"104023496","1476872400","1","209"
"104024203","1476872400","1","352"
"104001143","1476873000","1","1523"
"104021079","1476876000","2","27"
"104022700","1476876000","1","25"
"104021079","1476876600","2","176"
"104024203","1476876600","1","114"
"104020060","1476879000","1","4"
"103980757","1476880800","1","2"
"103984027","1476881400","1","29"
"103980757","1476882600","1","114"
"103995183","1476882600","3","1323"
"104023758","1476882600","1","51"
"104023758","1476883200","1","194"
"104001143","1476884400","1","280"
"104016020","1476884400","1","35"
"104020784","1476884400","2","3352"
"104023758","1476884400","1","3"
"103995183","1476885000","1","47"
"104023758","1476885000","2","151"
"103977949","1476885600","1","8"
"104021291","1476885600","1","297"
"104023758","1476885600","1","269"
"103995183","1476886200","1","192"
"104023758","1476886200","1","234"
"104023758","1476886800","1","2"
"104020109","1476887400","1","470"
"104021079","1476887400","3","955"
"104020109","1476888000","1","188"
"104024988","1476888600","1","736"
"103972108","1476889200","1","80"
"104012689","1476889200","1","182"
"104024418","1476889200","2","490"
"104025175","1476889200","1","121"
"104012689","1476889800","2","309"
"104020784","1476890400","1","46"
"104021079","1476890400","1","2"
"104024540","1476890400","1","397"
"104012689","1476891000","1","1141"
"104012689","1476892200","1","812"
"103990899","1476893400","2","471"
"103991138","1476893400","2","226"
"104012689","1476893400","2","579"
"104021079","1476893400","1","69"
"103991138","1476894000","1","28"
"104012689","1476894000","1","231"
"104021079","1476894000","1","30"
"104021823","1476894000","2","86"
"104001368","1476895200","1","3"
"104025217","1476896400","1","13"
"104012689","1476897000","1","128"
"104012689","1476897600","1","133"
